Time,T1,T2,T3,T4,T5,T6,T7,T8,Disp,Speed
1178,3693,3334,4722,3781,2709,3746,2863,2815,7741,9000
1179,3693,3334,4716,3781,2709,3750,2870,2815,7745,9000
1180,3698,3351,4734,3787,2709,3756,2870,2809,7745,9000
1181,3704,3340,4734,3787,2709,3756,2870,2815,7741,9000
1182,3710,3346,4739,3798,2709,3769,2876,2832,7738,9000
1183,3710,3346,4745,3804,2715,3769,2870,2832,7751,9000
1184,3716,3346,4739,3804,2709,3775,2870,2826,7732,9000
1185,3727,3357,4745,3810,2709,3775,2870,2815,7728,9000
1186,3727,3363,4745,3810,2709,3781,2870,2820,7733,9000
1187,3739,3357,4751,3810,2709,3781,2870,2803,7730,9000
1188,3746,3369,4757,3827,2715,3792,2876,2820,7724,9000
1189,3746,3374,4762,3827,2715,3798,2876,2832,7735,9000
1190,3762,3369,4762,3827,2715,3798,2876,2832,7730,9000
1191,3762,3374,4768,3833,2715,3798,2876,2832,7725,9000
1192,3769,3380,4762,3840,2715,3804,2876,2826,7728,9000
1193,3775,3374,4774,3840,2715,3804,2876,2832,7738,9000
1194,3781,3380,4774,3846,2709,3810,2876,2815,7725,9000
1195,3787,3380,4793,3856,2721,3821,2882,2843,7724,9000
1196,3798,3392,4780,3856,2721,3821,2876,2849,7720,9000
1197,3798,3380,4787,3856,2715,3827,2882,2832,7718,9000
1198,3804,3386,4793,3863,2715,3827,2882,2836,7713,9000
1199,3804,3380,4787,3863,2715,3833,2882,2836,7714,9000
1200,3810,3386,4793,3869,2715,3840,2876,2832,7714,9000
1201,3810,3386,4793,3869,2715,3840,2876,2820,7719,9000
1202,3815,3386,4803,3869,2715,3846,2882,2849,7710,9000
1203,3815,3380,4799,3869,2715,3846,2876,2832,7713,9000
1204,3821,3386,4803,3879,2721,3856,2882,2843,7695,9000
1205,3833,3392,4803,3886,2721,3856,2882,2826,7715,9000
1206,3827,3386,4799,3879,2715,3856,2876,2843,7705,9000
1207,3827,3380,4799,3879,2715,3863,2876,2843,7702,9000
1208,3833,3386,4810,3886,2721,3869,2882,2849,7693,9000
1209,3840,3386,4803,3892,2721,3875,2882,2836,7686,9000
1210,3846,3392,4810,3892,2715,3875,2882,2843,7687,9000
1211,3846,3392,4803,3898,2715,3879,2882,2836,7697,9000
1212,3850,3392,4810,3892,2715,3879,2882,2843,7696,9000
1213,3863,3399,4810,3902,2721,3886,2886,2836,7688,9000
1214,3856,3399,4810,3902,2721,3886,2882,2836,7693,9000
1215,3863,3399,4803,3902,2721,3946,2882,2836,7624,0
1216,3850,3374,4680,3898,2715,3946,2882,2832,7595,0
1217,3850,3357,4576,3886,2715,3951,2876,2826,7594,0
1218,3850,3340,4475,3879,2721,3957,2876,2820,7589,0
1219,3840,3328,4387,3863,2715,3963,2876,2820,7580,0
1220,3833,3315,4304,3856,2715,3963,2876,2820,7573,0
1221,3833,3302,4226,3846,2715,3951,2876,2820,7567,0
1222,3833,3292,4164,3840,2715,3963,2882,2820,7572,0
1223,3827,3279,4109,3827,2715,3963,2876,2815,7569,0
1224,3821,3269,4040,3810,2709,3946,2876,2803,7565,0
1225,3815,3263,3999,3798,2709,3957,2882,2809,7565,0
1226,3810,3263,3946,3781,2715,3957,2876,2809,7566,0
1227,3804,3246,3898,3762,2702,3951,2876,2803,7564,0
1228,3798,3233,3856,3756,2702,3951,2876,2803,7562,0
1229,3792,3227,3821,3733,2709,3951,2876,2809,7572,0
1230,3787,3221,3792,3716,2709,3940,2876,2809,7564,0
1231,3775,3210,3756,3704,2702,3934,2870,2803,7575,0
1232,3769,3210,3727,3698,2709,3934,2882,2803,7580,0
1233,3756,3198,3698,3681,2709,3928,2876,2799,7578,0
1234,3750,3192,3675,3670,2709,3921,2876,2799,7573,0
1235,3739,3181,3649,3649,2702,3915,2870,2799,7579,0
1236,3739,3187,3631,3637,2702,3915,2876,2792,7594,0
1237,3727,3175,3603,3626,2709,3909,2876,2799,7592,0
1238,3721,3169,3587,3614,2702,3909,2876,2799,7587,0
1239,3710,3169,3574,3603,2709,3902,2876,2792,7597,0
1240,3710,3162,3555,3593,2709,3898,2876,2799,7592,0
1241,3704,3150,3532,3581,2715,3898,2882,2799,7590,0
1242,3698,3156,3516,3574,2709,3892,2876,2799,7608,0
1243,3698,3156,3509,3562,2715,3898,2882,2803,7613,0
1244,3687,3139,3493,3551,2715,3886,2882,2799,7608,0
1245,3675,3150,3480,3532,2715,3879,2882,2799,7618,0
1246,3670,3139,3463,3522,2715,3875,2882,2799,7618,0
1247,3664,3139,3451,3509,2715,3869,2882,2799,7626,0
1248,3660,3139,3445,3503,2715,3869,2882,2799,7625,0
1249,3654,3127,3422,3486,2715,3856,2876,2792,7621,0
1250,3643,3121,3415,3480,2715,3850,2882,2786,7644,0
1251,3637,3110,3399,3463,2709,3846,2870,2786,7639,0
1252,3637,3116,3399,3463,2715,3846,2882,2792,7641,0
1253,3631,3110,3386,3451,2715,3840,2882,2792,7645,0
1254,3620,3104,3374,3440,2715,3833,2876,2786,7661,0
1255,3614,3104,3363,3428,2715,3821,2876,2786,7659,0
1256,3610,3098,3357,3422,2715,3821,2876,2786,7650,0
1257,3603,3098,3351,3415,2715,3815,2876,2786,7665,0
1258,3599,3098,3340,3403,2721,3810,2876,2786,7662,0
1259,3593,3093,3334,3403,2715,3804,2876,2786,7672,0
1260,3581,3087,3321,3392,2721,3798,2882,2792,7682,0
1261,3574,3081,3302,3380,2715,3787,2870,2780,7685,0
1262,3568,3081,3298,3374,2715,3781,2870,2786,7693,0
1263,3562,3075,3292,3363,2715,3781,2876,2792,7692,0
1264,3551,3075,3286,3363,2721,3775,2870,2780,7703,0
1265,3545,3075,3279,3357,2721,3769,2870,2786,7703,0
1266,3539,3075,3275,3351,2721,3762,2876,2786,7704,0
1267,3532,3070,3263,3340,2715,3750,2863,2780,7714,0
1268,3532,3070,3263,3340,2721,3750,2876,2780,7719,0
1269,3532,3070,3256,3334,2721,3746,2876,2780,7728,0
1270,3522,3064,3250,3321,2715,3733,2870,2774,7716,0
1271,3509,3064,3240,3309,2715,3733,2870,2780,7718,0
1272,3503,3060,3240,3302,2715,3727,2876,2780,7733,0
1273,3493,3060,3233,3298,2721,3727,2876,2780,7744,0
1274,3493,3060,3227,3292,2721,3716,2870,2780,7741,0
1275,3486,3054,3227,3292,2721,3716,2876,2780,7750,0
1276,3474,3043,3215,3279,2721,3710,2870,2774,7749,0
1277,3474,3054,3210,3279,2721,3698,2876,2780,7754,0
1278,3468,3047,3210,3279,2728,3693,2876,2786,7760,0
1279,3457,3047,3210,3275,2728,3687,2876,2780,7760,0
1280,3457,3047,3204,3269,2728,3681,2876,2780,7761,0
